O*NET-SOC Code,Title,Example,Commodity Code,Commodity Title,Hot Technology
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",Electronic aircraft information databases,43232306,Data base user interface and query software,N
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",IFT-Pro,43232504,Route navigation software,N
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",Microsoft Excel,43232110,Spreadsheet software,Y
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",Microsoft Office,43231513,Office suite software,Y
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",Microsoft Outlook,43233501,Electronic mail software,Y
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",Microsoft PowerPoint,43232106,Presentation software,Y
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",Microsoft Visio,43232102,Graphics or photo imaging software,Y
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",Microsoft Word,43232104,Word processing software,Y
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",MJICCS PilotLog,43232306,Data base user interface and query software,N
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",Navzilla,43232504,Route navigation software,N
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",Nimblefeet Technologies Captain's Keeper,43232306,Data base user interface and query software,N
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",Notam Development Group Airport Insight,43232309,Information retrieval or search software,N
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",Pilot Navigator Software Load Balance,43232605,Analytical or scientific software,N
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",Polaris Microsystems AeroLog Pro,43232306,Data base user interface and query software,N
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",Polaris Microsystems CharterLog,43232306,Data base user interface and query software,N
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",RMS Technology Flitesoft,43232306,Data base user interface and query software,N
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",SBS International Maestro Suite,43232108,Calendar and scheduling software,N
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",Skylog Services Skylog Pro,43232306,Data base user interface and query software,N
53-2012.00,Commercial Pilots,AeroPlanner,43232309,Information retrieval or search software,N
53-2012.00,Commercial Pilots,Airline Pilots Daily Aviation Logs PPC,43232306,Data base user interface and query software,N
53-2012.00,Commercial Pilots,AirSmith FlightPrompt,43232306,Data base user interface and query software,N
53-2012.00,Commercial Pilots,doXstor Flight Level Logbook,43232306,Data base user interface and query software,N
53-2012.00,Commercial Pilots,Electronic aircraft information databases,43232306,Data base user interface and query software,N
53-2012.00,Commercial Pilots,Flight simulation software,43232607,Flight control software,N
53-2012.00,Commercial Pilots,Microsoft Office,43231513,Office suite software,Y
53-2012.00,Commercial Pilots,MJICCS PilotLog,43232306,Data base user interface and query software,N
53-2012.00,Commercial Pilots,Navzilla,43232504,Route navigation software,N
53-2012.00,Commercial Pilots,Nimblefeet Technologies Captain's Keeper,43232306,Data base user interface and query software,N
53-2012.00,Commercial Pilots,Notam Development Group Airport Insight,43232309,Information retrieval or search software,N
53-2012.00,Commercial Pilots,Pilot Navigator Software Load Balance,43232605,Analytical or scientific software,N
53-2012.00,Commercial Pilots,Polaris Microsystems AeroLog Pro,43232306,Data base user interface and query software,N
53-2012.00,Commercial Pilots,Polaris Microsystems CharterLog,43232306,Data base user interface and query software,N
53-2012.00,Commercial Pilots,RMS Technology Flitesoft,43232306,Data base user interface and query software,N
53-2012.00,Commercial Pilots,SBS International Maestro Suite,43232108,Calendar and scheduling software,N
53-2012.00,Commercial Pilots,Skylog Services Skylog Pro,43232306,Data base user interface and query software,N
53-2012.00,Commercial Pilots,Standard generalized markup language SGML,43232402,Development environment software,N
53-2021.00,Air Traffic Controllers,Adobe Acrobat,43232202,Document management software,N
53-2021.00,Air Traffic Controllers,Advanced technologies and oceanic procedures ATOP,43231511,Expert system software,N
53-2021.00,Air Traffic Controllers,Automated radar terminal systems ARTS,43231511,Expert system software,N
53-2021.00,Air Traffic Controllers,Center TRACON automation systems CTAS,43231511,Expert system software,N
53-2021.00,Air Traffic Controllers,Direct-to-tool software,43232607,Flight control software,N
53-2021.00,Air Traffic Controllers,En route descent advisor EDA,43232607,Flight control software,N
53-2021.00,Air Traffic Controllers,Enterprise resource planning ERP software,43231602,Enterprise resource planning ERP software,Y
53-2021.00,Air Traffic Controllers,Expedite departure path EDP software,43232607,Flight control software,N
53-2021.00,Air Traffic Controllers,Final approach spacing tool FAST,43232607,Flight control software,N
53-2021.00,Air Traffic Controllers,Flight simulation software,43232607,Flight control software,N
53-2021.00,Air Traffic Controllers,Microsoft Access,43232306,Data base user interface and query software,Y
53-2021.00,Air Traffic Controllers,Microsoft Excel,43232110,Spreadsheet software,Y
53-2021.00,Air Traffic Controllers,Microsoft Office,43231513,Office suite software,Y
53-2021.00,Air Traffic Controllers,Microsoft Outlook,43233501,Electronic mail software,Y
53-2021.00,Air Traffic Controllers,Microsoft PowerPoint,43232106,Presentation software,Y
53-2021.00,Air Traffic Controllers,Microsoft Word,43232104,Word processing software,Y
53-2021.00,Air Traffic Controllers,Multi-center traffic management advisor McTMA,43232607,Flight control software,N
53-2021.00,Air Traffic Controllers,Really Simple Syndication RSS,43232107,Web page creation and editing software,N
53-2021.00,Air Traffic Controllers,SAP software,43231602,Enterprise resource planning ERP software,Y
53-2021.00,Air Traffic Controllers,Traffic management advisor TMA software,43232607,Flight control software,N
53-2022.00,Airfield Operations Specialists,Adobe Systems Adobe Photoshop,43232102,Graphics or photo imaging software,Y
53-2022.00,Airfield Operations Specialists,Aircraft noise monitoring system software,43232306,Data base user interface and query software,N
53-2022.00,Airfield Operations Specialists,Apache Webserver,43232701,Application server software,N
53-2022.00,Airfield Operations Specialists,Data entry software,43232306,Data base user interface and query software,Y
53-2022.00,Airfield Operations Specialists,Decision Support Technologies Propworks,43231511,Expert system software,N
53-2022.00,Airfield Operations Specialists,Extensible markup language XML,43232403,Enterprise application integration software,Y
53-2022.00,Airfield Operations Specialists,FileMaker Pro,43232306,Data base user interface and query software,N
53-2022.00,Airfield Operations Specialists,Ground transportation management system,43232306,Data base user interface and query software,N
53-2022.00,Airfield Operations Specialists,Internet Protocol Television Systems,43232805,Internet protocol IP multimedia subsystem software,N
53-2022.00,Airfield Operations Specialists,Intuit QuickBooks,43231601,Accounting software,Y
53-2022.00,Airfield Operations Specialists,Linux,43233004,Operating system software,Y
53-2022.00,Airfield Operations Specialists,Microsoft Access,43232306,Data base user interface and query software,Y
53-2022.00,Airfield Operations Specialists,Microsoft Excel,43232110,Spreadsheet software,Y
53-2022.00,Airfield Operations Specialists,Microsoft Office,43231513,Office suite software,Y
53-2022.00,Airfield Operations Specialists,Microsoft operating system,43233004,Operating system software,N
53-2022.00,Airfield Operations Specialists,Microsoft Outlook,43233501,Electronic mail software,Y
53-2022.00,Airfield Operations Specialists,Microsoft PowerPoint,43232106,Presentation software,Y
53-2022.00,Airfield Operations Specialists,Microsoft SharePoint,43231507,Project management software,Y
53-2022.00,Airfield Operations Specialists,Microsoft Windows,43233004,Operating system software,Y
53-2022.00,Airfield Operations Specialists,Microsoft Word,43232104,Word processing software,Y
53-2022.00,Airfield Operations Specialists,Operations scheduling software,43232108,Calendar and scheduling software,N
53-2022.00,Airfield Operations Specialists,Oracle software,43232306,Data base user interface and query software,Y
53-2022.00,Airfield Operations Specialists,Parking access revenue control system,43232306,Data base user interface and query software,N
53-2022.00,Airfield Operations Specialists,SAP,43231602,Enterprise resource planning ERP software,Y
53-2022.00,Airfield Operations Specialists,TRMI Airport AVI,43232306,Data base user interface and query software,N
53-2022.00,Airfield Operations Specialists,Word processing software,43232104,Word processing software,N
53-2031.00,Flight Attendants,AD OPT Altitude,43232108,Calendar and scheduling software,N
53-2031.00,Flight Attendants,Arkitektia Flight Itinerary,43232108,Calendar and scheduling software,N
53-2031.00,Flight Attendants,Bid Assistant,43232108,Calendar and scheduling software,N
53-2031.00,Flight Attendants,IBM Lotus LearningSpace,43232502,Computer based training software,N
53-2031.00,Flight Attendants,Microsoft Excel,43232110,Spreadsheet software,Y
53-2031.00,Flight Attendants,Microsoft Office,43231513,Office suite software,Y
53-2031.00,Flight Attendants,Microsoft PowerPoint,43232106,Presentation software,Y
53-2031.00,Flight Attendants,Microsoft Windows,43233004,Operating system software,Y
53-2031.00,Flight Attendants,Microsoft Word,43232104,Word processing software,Y
53-2031.00,Flight Attendants,SBS International Maestro Suite,43232108,Calendar and scheduling software,N
53-2031.00,Flight Attendants,ValtamTech Flight Crew Log,43232108,Calendar and scheduling software,N
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Computer aided dispatch software,43231501,Helpdesk or call center software,N
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Mapping software,43233506,Map creation software,N
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Microsoft Excel,43232110,Spreadsheet software,Y
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Microsoft Office,43231513,Office suite software,Y
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Microsoft Outlook,43233501,Electronic mail software,Y
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Microsoft Word,43232104,Word processing software,Y
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Spreadsheet software,43232110,Spreadsheet software,N
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Word processing software,43232104,Word processing software,N
53-3021.00,"Bus Drivers, Transit and Intercity",AOL MapQuest,43233506,Map creation software,N
53-3021.00,"Bus Drivers, Transit and Intercity",Microsoft MapPoint,43233506,Map creation software,N
53-3021.00,"Bus Drivers, Transit and Intercity",Microsoft Windows,43233004,Operating system software,Y
53-3021.00,"Bus Drivers, Transit and Intercity",Web browser software,43232705,Internet browser software,N
53-3022.00,"Bus Drivers, School or Special Client",AOL MapQuest,43233506,Map creation software,N
53-3022.00,"Bus Drivers, School or Special Client",Microsoft MapPoint,43233506,Map creation software,N
53-3022.00,"Bus Drivers, School or Special Client",Microsoft Windows,43233004,Operating system software,Y
53-3022.00,"Bus Drivers, School or Special Client",Web browser software,43232705,Internet browser software,N
53-3031.00,Driver/Sales Workers,bMobile Technology Route Manager,43231507,Project management software,N
53-3031.00,Driver/Sales Workers,bMobile Technology Sales,43231507,Project management software,N
53-3031.00,Driver/Sales Workers,Computer Directions Route Sales Tracker,43231508,Inventory management software,N
53-3031.00,Driver/Sales Workers,GEOCOMtms A.Maze Planning,43233506,Map creation software,N
53-3031.00,Driver/Sales Workers,IBM Domino,43232902,Communications server software,N
53-3031.00,Driver/Sales Workers,Microsoft Excel,43232110,Spreadsheet software,Y
53-3031.00,Driver/Sales Workers,Microsoft Office,43231513,Office suite software,Y
53-3031.00,Driver/Sales Workers,MobiTech Systems Route Sales Trakker,43232306,Data base user interface and query software,N
53-3031.00,Driver/Sales Workers,Regulussoft Route Accounting,43232306,Data base user interface and query software,N
53-3031.00,Driver/Sales Workers,Route planning software,43233506,Map creation software,N
53-3031.00,Driver/Sales Workers,Soft Essentials Vending Essentials,43232306,Data base user interface and query software,N
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,ADP ezLaborManager,43231605,Time accounting software,N
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,ALK Technologies PC*Miler,43232504,Route navigation software,N
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Computerized inventory tracking software,43231508,Inventory management software,N
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,ddlsoftware.com drivers daily log program DDL,43232306,Data base user interface and query software,N
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Fog Line Software Truckn Pro,43232306,Data base user interface and query software,N
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,MarcoSoft Quo Vadis,43232504,Route navigation software,N
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Microsoft Excel,43232110,Spreadsheet software,Y
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Microsoft Office,43231513,Office suite software,Y
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Microsoft Outlook,43233501,Electronic mail software,Y
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Microsoft Windows,43233004,Operating system software,Y
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Microsoft Word,43232104,Word processing software,Y
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Omnitracs Performance Monitoring,43232605,Analytical or scientific software,N
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,PeopleNet,43231506,Materials requirements planning logistics and supply chain software,N
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,SAP,43231602,Enterprise resource planning ERP software,Y
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,TruckersHelper,43232306,Data base user interface and query software,N
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,YouTube,43232103,Video creation and editing software,Y
53-3033.00,Light Truck or Delivery Services Drivers,Automatic routing software,43232504,Route navigation software,N
53-3033.00,Light Truck or Delivery Services Drivers,Computerized inventory tracking software,43231508,Inventory management software,N
53-3033.00,Light Truck or Delivery Services Drivers,FreightDATA,43232608,Industrial control software,N
53-3033.00,Light Truck or Delivery Services Drivers,IBM Domino,43232902,Communications server software,N
53-3033.00,Light Truck or Delivery Services Drivers,Internet browser software,43232705,Internet browser software,N
53-3033.00,Light Truck or Delivery Services Drivers,Microsoft Excel,43232110,Spreadsheet software,Y
53-3033.00,Light Truck or Delivery Services Drivers,Microsoft Office,43231513,Office suite software,Y
53-3033.00,Light Truck or Delivery Services Drivers,Microsoft Windows,43233004,Operating system software,Y
53-3033.00,Light Truck or Delivery Services Drivers,Package location and tracking software,43232608,Industrial control software,N
53-3033.00,Light Truck or Delivery Services Drivers,Recordkeeping software,43232306,Data base user interface and query software,N
53-3033.00,Light Truck or Delivery Services Drivers,Vehicle location and tracking software,43232608,Industrial control software,N
53-3041.00,Taxi Drivers and Chauffeurs,Actsoft Comet,43232306,Data base user interface and query software,N
53-3041.00,Taxi Drivers and Chauffeurs,Digital Dispatch,43233511,Mobile location based services software,N
53-3041.00,Taxi Drivers and Chauffeurs,Easy Dispatch,43233511,Mobile location based services software,N
53-3041.00,Taxi Drivers and Chauffeurs,EventHelix WebTaxi,43233511,Mobile location based services software,N
53-3041.00,Taxi Drivers and Chauffeurs,Facebook,43232107,Web page creation and editing software,Y
53-3041.00,Taxi Drivers and Chauffeurs,GPC Autocab,43233511,Mobile location based services software,N
53-3041.00,Taxi Drivers and Chauffeurs,Microsoft Excel,43232110,Spreadsheet software,Y
53-3041.00,Taxi Drivers and Chauffeurs,Microsoft Office,43231513,Office suite software,Y
53-3041.00,Taxi Drivers and Chauffeurs,Microsoft Windows,43233004,Operating system software,Y
53-3041.00,Taxi Drivers and Chauffeurs,Mobile Knowledge Cabmate,43233511,Mobile location based services software,N
53-3041.00,Taxi Drivers and Chauffeurs,PC Dispatch,43233511,Mobile location based services software,N
53-3041.00,Taxi Drivers and Chauffeurs,Penchant Software dispatchOffice,43232306,Data base user interface and query software,N
53-3041.00,Taxi Drivers and Chauffeurs,Piccolo Software PiccoloTaxi,43233511,Mobile location based services software,N
53-3041.00,Taxi Drivers and Chauffeurs,TranWare Enterprise Suite,43232306,Data base user interface and query software,N
53-3041.00,Taxi Drivers and Chauffeurs,TSS Wireless Fleet Management Suite,43233511,Mobile location based services software,N
53-4011.00,Locomotive Engineers,Data entry software,43232306,Data base user interface and query software,Y
53-4011.00,Locomotive Engineers,Electronic train management systems ETMS,43231511,Expert system software,N
53-4011.00,Locomotive Engineers,Microsoft Excel,43232110,Spreadsheet software,Y
53-4011.00,Locomotive Engineers,Microsoft Word,43232104,Word processing software,Y
53-4011.00,Locomotive Engineers,Route mapping software,43232504,Route navigation software,N
53-4011.00,Locomotive Engineers,Time tracking software,43231605,Time accounting software,N
53-4012.00,Locomotive Firers,Data entry software,43232306,Data base user interface and query software,Y
53-4012.00,Locomotive Firers,Electronic train management system software,43232306,Data base user interface and query software,N
53-4012.00,Locomotive Firers,Route mapping software,43232504,Route navigation software,N
53-4012.00,Locomotive Firers,Time tracking software,43231605,Time accounting software,N
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Railcar inspection management software,43232603,Facilities management software,N
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Railyard inventory software,43231508,Inventory management software,N
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Railyard management software RMS,43232306,Data base user interface and query software,N
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Web browser software,43232705,Internet browser software,N
53-4021.00,"Railroad Brake, Signal, and Switch Operators",Data entry software,43232306,Data base user interface and query software,Y
53-4021.00,"Railroad Brake, Signal, and Switch Operators",Electronic train management systems ETMS,43231511,Expert system software,N
53-4021.00,"Railroad Brake, Signal, and Switch Operators",Route mapping software,43232504,Route navigation software,N
53-4021.00,"Railroad Brake, Signal, and Switch Operators",Time tracking software,43231605,Time accounting software,N
53-4031.00,Railroad Conductors and Yardmasters,Automated equipment identification AEI software,43232608,Industrial control software,N
53-4031.00,Railroad Conductors and Yardmasters,Bourque Data Systems YardMaster,43231506,Materials requirements planning logistics and supply chain software,N
53-4031.00,Railroad Conductors and Yardmasters,Freight reservation software,43231506,Materials requirements planning logistics and supply chain software,N
53-4031.00,Railroad Conductors and Yardmasters,Inventory tracking software,43231508,Inventory management software,N
53-4031.00,Railroad Conductors and Yardmasters,Microsoft Office,43231513,Office suite software,Y
53-4031.00,Railroad Conductors and Yardmasters,Positive train control PTC systems,43231511,Expert system software,N
53-4031.00,Railroad Conductors and Yardmasters,RailComm DocYard,43232608,Industrial control software,N
53-4031.00,Railroad Conductors and Yardmasters,SAIC,43232608,Industrial control software,N
53-4031.00,Railroad Conductors and Yardmasters,Softrail AEI Automatic Yard Tracking System,43232608,Industrial control software,N
53-4031.00,Railroad Conductors and Yardmasters,Softrail AEI Rail & Road Manager,43231508,Inventory management software,N
53-4041.00,Subway and Streetcar Operators,Microsoft Office,43231513,Office suite software,Y
53-4041.00,Subway and Streetcar Operators,Word processing software,43232104,Word processing software,N
53-5011.00,Sailors and Marine Oilers,Computerized maintenance management system CMMS,43232603,Facilities management software,N
53-5011.00,Sailors and Marine Oilers,KNMI TurboWin,43232306,Data base user interface and query software,N
53-5011.00,Sailors and Marine Oilers,Kongsberg Maritime K-Log Deck Logbook,43232306,Data base user interface and query software,N
53-5011.00,Sailors and Marine Oilers,Log book software,43232306,Data base user interface and query software,N
53-5011.00,Sailors and Marine Oilers,Microsoft Excel,43232110,Spreadsheet software,Y
53-5011.00,Sailors and Marine Oilers,Microsoft Office,43231513,Office suite software,Y
53-5011.00,Sailors and Marine Oilers,Microsoft Outlook,43233501,Electronic mail software,Y
53-5011.00,Sailors and Marine Oilers,Microsoft PowerPoint,43232106,Presentation software,Y
53-5011.00,Sailors and Marine Oilers,Microsoft Windows,43233004,Operating system software,Y
53-5011.00,Sailors and Marine Oilers,Microsoft Word,43232104,Word processing software,Y
53-5011.00,Sailors and Marine Oilers,Word processing software,43232104,Word processing software,N
53-5021.01,Ship and Boat Captains,Autodesk Revit,43232604,Computer aided design CAD software,Y
53-5021.01,Ship and Boat Captains,Computerized maintenance management system CMMS,43232603,Facilities management software,N
53-5021.01,Ship and Boat Captains,Jeppesen Marine Nobeltec Admiral,43232504,Route navigation software,N
53-5021.01,Ship and Boat Captains,KNMI TurboWin,43232306,Data base user interface and query software,N
53-5021.01,Ship and Boat Captains,Log book software,43232306,Data base user interface and query software,N
53-5021.01,Ship and Boat Captains,Maptech The CAPN,43232504,Route navigation software,N
53-5021.01,Ship and Boat Captains,Microsoft Excel,43232110,Spreadsheet software,Y
53-5021.01,Ship and Boat Captains,Microsoft Office,43231513,Office suite software,Y
53-5021.01,Ship and Boat Captains,Microsoft Outlook,43233501,Electronic mail software,Y
53-5021.01,Ship and Boat Captains,Microsoft PowerPoint,43232106,Presentation software,Y
53-5021.01,Ship and Boat Captains,Microsoft Word,43232104,Word processing software,Y
53-5021.02,"Mates- Ship, Boat, and Barge",Computerized maintenance management system CMMS,43232603,Facilities management software,N
53-5021.02,"Mates- Ship, Boat, and Barge",Jeppesen Marine Nobeltec Admiral,43232504,Route navigation software,N
53-5021.02,"Mates- Ship, Boat, and Barge",KNMI TurboWin,43232306,Data base user interface and query software,N
53-5021.02,"Mates- Ship, Boat, and Barge",Log book software,43232306,Data base user interface and query software,N
53-5021.02,"Mates- Ship, Boat, and Barge",Maptech The CAPN,43232504,Route navigation software,N
53-5021.03,"Pilots, Ship",Jeppesen Marine Nobeltec Admiral,43232504,Route navigation software,N
53-5021.03,"Pilots, Ship",Log book software,43232306,Data base user interface and query software,N
53-5021.03,"Pilots, Ship",Maptech The CAPN,43232504,Route navigation software,N
53-5021.03,"Pilots, Ship",Navigational chart software,43232504,Route navigation software,N
53-5022.00,Motorboat Operators,Autopilot software,43231511,Expert system software,N
53-5022.00,Motorboat Operators,Cartography software,43233506,Map creation software,N
53-5022.00,Motorboat Operators,Echo sounder software,43232605,Analytical or scientific software,N
53-5022.00,Motorboat Operators,Global positioning system GPS software,43233511,Mobile location based services software,N
53-5022.00,Motorboat Operators,Radar software,43232605,Analytical or scientific software,N
53-5022.00,Motorboat Operators,Web browser software,43232705,Internet browser software,N
53-5031.00,Ship Engineers,Apple macOS,43233004,Operating system software,Y
53-5031.00,Ship Engineers,Computer aided dispatch software,43231501,Helpdesk or call center software,N
53-5031.00,Ship Engineers,Computerized maintenance management system CMMS,43232603,Facilities management software,N
53-5031.00,Ship Engineers,Customer relationship management CRM software,43232303,Customer relationship management CRM software,N
53-5031.00,Ship Engineers,Damen DAMOS,43232603,Facilities management software,N
53-5031.00,Ship Engineers,Electronic data interchange EDI software,43232403,Enterprise application integration software,N
53-5031.00,Ship Engineers,Enterprise resource planning ERP software,43231602,Enterprise resource planning ERP software,Y
53-5031.00,Ship Engineers,Kongsberg Maritime K-LOG Electronic Logbooks,43232306,Data base user interface and query software,N
53-5031.00,Ship Engineers,Marine Software Marine Planned Maintenance,43232603,Facilities management software,N
53-5031.00,Ship Engineers,Marine Software Marine Safety Manager,43232202,Document management software,N
53-5031.00,Ship Engineers,Microsoft Access,43232306,Data base user interface and query software,Y
53-5031.00,Ship Engineers,Microsoft Excel,43232110,Spreadsheet software,Y
53-5031.00,Ship Engineers,Microsoft Office,43231513,Office suite software,Y
53-5031.00,Ship Engineers,Microsoft Outlook,43233501,Electronic mail software,Y
53-5031.00,Ship Engineers,Microsoft PowerPoint,43232106,Presentation software,Y
53-5031.00,Ship Engineers,Microsoft Project,43231507,Project management software,Y
53-5031.00,Ship Engineers,Microsoft Word,43232104,Word processing software,Y
53-5031.00,Ship Engineers,Oracle software,43232306,Data base user interface and query software,Y
53-5031.00,Ship Engineers,Salesforce,43232303,Customer relationship management CRM software,N
53-5031.00,Ship Engineers,SAP software,43231602,Enterprise resource planning ERP software,Y
53-5031.00,Ship Engineers,Wonderware software,43232608,Industrial control software,N
53-5031.00,Ship Engineers,Word processing software,43232104,Word processing software,N
53-6011.00,Bridge and Lock Tenders,Email software,43233501,Electronic mail software,N
53-6011.00,Bridge and Lock Tenders,Microsoft Excel,43232110,Spreadsheet software,Y
53-6011.00,Bridge and Lock Tenders,Microsoft Office,43231513,Office suite software,Y
53-6011.00,Bridge and Lock Tenders,Microsoft Outlook,43233501,Electronic mail software,Y
53-6011.00,Bridge and Lock Tenders,Microsoft Word,43232104,Word processing software,Y
53-6011.00,Bridge and Lock Tenders,Oracle PeopleSoft,43231602,Enterprise resource planning ERP software,Y
53-6011.00,Bridge and Lock Tenders,SAP software,43231602,Enterprise resource planning ERP software,Y
53-6011.00,Bridge and Lock Tenders,Virtual private networking VPN software,43233203,Network security or virtual private network VPN management software,Y
53-6011.00,Bridge and Lock Tenders,Word processing software,43232104,Word processing software,N
53-6021.00,Parking Lot Attendants,Email software,43233501,Electronic mail software,N
53-6021.00,Parking Lot Attendants,Microsoft Excel,43232110,Spreadsheet software,Y
53-6021.00,Parking Lot Attendants,Microsoft Office,43231513,Office suite software,Y
53-6021.00,Parking Lot Attendants,Microsoft Outlook,43233501,Electronic mail software,Y
53-6021.00,Parking Lot Attendants,Microsoft Word,43232104,Word processing software,Y
53-6021.00,Parking Lot Attendants,Payment processing software,43232611,Point of sale POS software,N
53-6031.00,Automotive and Watercraft Service Attendants,Data entry software,43232306,Data base user interface and query software,Y
53-6031.00,Automotive and Watercraft Service Attendants,Inventory management systems,43231508,Inventory management software,N
53-6031.00,Automotive and Watercraft Service Attendants,Microsoft Excel,43232110,Spreadsheet software,Y
53-6031.00,Automotive and Watercraft Service Attendants,Microsoft Windows,43233004,Operating system software,Y
53-6031.00,Automotive and Watercraft Service Attendants,Point of sale POS software,43232611,Point of sale POS software,N
53-6031.00,Automotive and Watercraft Service Attendants,Timekeeping software,43231605,Time accounting software,N
53-6041.00,Traffic Technicians,Autodesk AutoCAD,43232604,Computer aided design CAD software,Y
53-6041.00,Traffic Technicians,Bentley Microstation,43232604,Computer aided design CAD software,Y
53-6041.00,Traffic Technicians,C++,43232405,Object or component oriented development software,Y
53-6041.00,Traffic Technicians,Computer aided design and drafting software CADD,43232604,Computer aided design CAD software,Y
53-6041.00,Traffic Technicians,Dowling Associates TRAFFIX,43232605,Analytical or scientific software,N
53-6041.00,Traffic Technicians,ESRI ArcGIS software,43233506,Map creation software,Y
53-6041.00,Traffic Technicians,ESRI ArcView,43233506,Map creation software,N
53-6041.00,Traffic Technicians,JAMAR Technologies PETRAPro,43232605,Analytical or scientific software,N
53-6041.00,Traffic Technicians,Microsoft Access,43232306,Data base user interface and query software,Y
53-6041.00,Traffic Technicians,Microsoft Excel,43232110,Spreadsheet software,Y
53-6041.00,Traffic Technicians,Microsoft Office,43231513,Office suite software,Y
53-6041.00,Traffic Technicians,Microsoft Outlook,43233501,Electronic mail software,Y
53-6041.00,Traffic Technicians,Microsoft PowerPoint,43232106,Presentation software,Y
53-6041.00,Traffic Technicians,Microsoft Windows,43233004,Operating system software,Y
53-6041.00,Traffic Technicians,Microsoft Word,43232104,Word processing software,Y
53-6041.00,Traffic Technicians,Oracle software,43232306,Data base user interface and query software,Y
53-6041.00,Traffic Technicians,Pd' Programming Intersection Magic,43232605,Analytical or scientific software,N
53-6041.00,Traffic Technicians,Python,43232405,Object or component oriented development software,Y
53-6041.00,Traffic Technicians,R,43232405,Object or component oriented development software,Y
53-6041.00,Traffic Technicians,Salesforce software,43232303,Customer relationship management CRM software,Y
53-6041.00,Traffic Technicians,SAS,43232605,Analytical or scientific software,Y
53-6041.00,Traffic Technicians,Structure query language SQL,43232306,Data base user interface and query software,N
53-6041.00,Traffic Technicians,Tableau,43232314,Business intelligence and data analysis software,Y
53-6041.00,Traffic Technicians,The MathWorks MATLAB,43232605,Analytical or scientific software,Y
53-6041.00,Traffic Technicians,Traffic control software,43232608,Industrial control software,N
53-6041.00,Traffic Technicians,Traffic signal software,43232608,Industrial control software,N
53-6041.00,Traffic Technicians,Trafficware SimTraffic,43232604,Computer aided design CAD software,Y
53-6041.00,Traffic Technicians,Word processing software,43232104,Word processing software,N
53-6051.01,Aviation Inspectors,Adobe Systems Adobe InDesign,43232112,Desktop publishing software,Y
53-6051.01,Aviation Inspectors,Adobe Systems Adobe Photoshop,43232102,Graphics or photo imaging software,Y
53-6051.01,Aviation Inspectors,Aircraft regulation databases,43232306,Data base user interface and query software,N
53-6051.01,Aviation Inspectors,CAD/CAM software,43232604,Computer aided design CAD software,Y
53-6051.01,Aviation Inspectors,Dassault Systemes CATIA,43232604,Computer aided design CAD software,Y
